date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month,season,renovated,basement
2014-12-10,245000,3,1.75,1720,9342,1.0,0,0,4,7,1140,580,1981,0.0,98092,47.3177,-122.182,1330,7540,12,winter,0,1
2014-09-15,540000,3,2.25,2100,20018,1.0,0,4,3,8,1470,630,1948,0.0,98166,47.4544,-122.366,2410,17196,9,fall,0,1
2015-02-03,299000,4,2.5,2400,6078,2.0,0,0,3,8,2400,0,2001,0.0,98001,47.2606,-122.285,2406,7642,2,winter,0,0
2014-11-18,510000,3,2.5,2540,40106,2.0,0,0,3,10,2540,0,1991,0.0,98074,47.6037,-122.04299999999999,3190,71797,11,fall,0,0
2014-05-23,950000,5,3.25,3400,7452,2.0,0,0,3,10,3400,0,1999,0.0,98007,47.6141,-122.13600000000001,2650,8749,5,spring,0,0
2015-02-20,300000,4,1.75,2200,7600,2.0,0,0,3,8,2200,0,1978,0.0,98092,47.3131,-122.191,1910,7600,2,winter,0,0
2014-09-04,528000,5,1.75,2140,8580,1.0,0,0,3,7,1200,940,1962,0.0,98033,47.6625,-122.178,1600,9206,9,fall,0,1
2014-06-18,507000,5,3.25,3850,16249,2.0,0,2,3,9,3030,820,2002,0.0,98092,47.3324,-122.16799999999999,2640,7393,6,summer,0,1
2015-02-20,255000,3,1.75,1340,7210,1.0,0,0,4,7,1340,0,1975,0.0,98031,47.4182,-122.167,1370,7210,2,winter,0,0
2015-05-05,220000,1,1.5,1100,3451,1.5,0,0,4,8,1100,0,1978,0.0,98198,47.3829,-122.322,1400,4560,5,spring,0,0
2015-02-23,690700,5,2.75,2870,5349,2.0,0,0,3,9,2870,0,2005,0.0,98059,47.5405,-122.18700000000001,2800,5000,2,winter,0,0
2014-06-27,447000,2,1.0,1320,8380,1.0,0,0,3,7,1320,0,1953,0.0,98177,47.705,-122.367,1290,8025,6,summer,0,0
2014-05-20,755000,6,2.0,2150,4505,1.0,0,0,3,7,1270,880,1952,0.0,98119,47.6514,-122.369,1740,4505,5,spring,0,1
2015-03-13,700000,4,1.5,2470,6000,1.5,0,0,3,7,1480,990,1940,0.0,98199,47.6365,-122.391,2140,4000,3,spring,0,1
2014-07-15,250000,4,2.75,1910,7700,1.0,0,0,4,7,1000,910,1980,0.0,98030,47.369,-122.17,1880,7875,7,summer,0,1
2014-05-10,320000,3,2.5,2130,6969,2.0,0,0,3,7,2130,0,2003,0.0,98038,47.3655,-122.027,1670,9545,5,spring,0,0
2014-05-14,565000,4,2.5,2240,14667,2.0,0,0,4,9,2240,0,1989,0.0,98059,47.5276,-122.161,2410,11243,5,spring,0,0
2015-04-24,754300,5,2.75,1800,4500,2.0,0,0,4,7,1680,120,1939,0.0,98107,47.6648,-122.35799999999999,1730,4500,4,spring,0,1
2014-05-05,650000,3,1.5,2160,9000,1.0,0,2,4,8,1400,0,1949,0.0,98177,47.7241,-122.369,3010,9000,5,spring,0,0
2015-02-18,529888,4,2.5,3140,8455,2.0,0,0,3,8,3140,0,2003,0.0,98059,47.4866,-122.147,3140,7391,2,winter,0,0
2014-11-06,432000,3,2.5,1920,9812,2.0,0,0,3,8,1920,0,2000,0.0,98028,47.7633,-122.243,1830,10534,11,fall,0,0
2015-01-27,994900,4,3.5,3695,6556,2.0,0,0,3,9,3695,0,2014,0.0,98053,47.683,-122.015,4160,6786,1,winter,0,0
2015-04-03,489000,4,2.5,3910,8442,2.0,0,0,3,9,2710,1200,2000,0.0,98038,47.3766,-122.027,2650,7576,4,spring,0,1
2015-04-20,800000,4,2.75,3010,7427,2.0,0,0,3,8,3010,0,2010,0.0,98052,47.7068,-122.11200000000001,3000,4929,4,spring,0,0
2014-05-16,370000,4,1.5,1370,9957,1.0,0,0,3,7,900,470,1972,0.0,98034,47.7237,-122.181,1510,8088,5,spring,0,1
2014-12-12,436000,4,2.75,2080,9600,1.0,0,0,3,8,1240,840,1979,0.0,98034,47.7149,-122.235,1880,9525,12,winter,0,1
2014-05-28,395000,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,2006,0.0,98059,47.4787,-122.12899999999999,2250,4556,5,spring,0,0
2014-05-23,377691,5,1.75,2120,8399,1.0,0,0,4,7,1320,800,1942,0.0,98133,47.7621,-122.335,2120,8398,5,spring,0,1
2015-04-17,370000,5,3.0,2220,5185,2.0,0,3,3,7,2220,0,2003,0.0,98118,47.543,-122.29,2340,6316,4,spring,0,0
2014-09-26,169000,3,1.0,910,7686,1.0,0,0,3,7,910,0,1969,0.0,98001,47.3405,-122.288,1020,7686,9,fall,0,0
2015-03-21,475000,3,1.0,1270,4268,1.0,0,0,3,7,1270,0,1921,0.0,98117,47.6848,-122.39200000000001,1310,4080,3,spring,0,0
2014-12-16,1500000,4,2.75,2930,25697,1.0,0,0,4,9,2310,620,1964,0.0,98004,47.6264,-122.226,3810,20681,12,winter,0,1
2015-03-30,485000,3,2.25,1570,6810,1.0,0,0,3,8,1180,390,1988,0.0,98074,47.6176,-122.044,1620,6584,3,spring,0,1
2015-04-01,300000,6,2.5,2590,11250,1.0,0,0,4,8,1390,1200,1978,0.0,98055,47.4608,-122.196,2270,8360,4,spring,0,1
2015-04-03,590000,3,2.5,2290,4203,2.0,0,0,3,9,2290,0,2001,0.0,98006,47.5441,-122.17200000000001,2290,5089,4,spring,0,0
2014-11-19,611900,1,2.25,1220,2100,2.0,0,2,4,8,1220,0,1946,1979.0,98033,47.6703,-122.204,3150,6000,11,fall,1,0
2015-03-19,240000,3,1.75,1100,7373,1.0,0,0,4,7,1100,0,1968,0.0,98092,47.3124,-122.18299999999999,1430,8415,3,spring,0,0
2015-04-17,395000,4,2.5,2810,10951,2.0,0,0,3,8,2810,0,2003,0.0,98092,47.3249,-122.18700000000001,1680,6625,4,spring,0,0
2014-07-16,169000,3,1.0,890,7110,1.0,0,0,3,6,890,0,1957,0.0,98178,47.4971,-122.26100000000001,1100,8375,7,summer,0,0
2015-03-24,200500,3,2.0,1280,14972,1.0,0,0,3,7,1280,0,1963,0.0,98031,47.4129,-122.209,1800,9698,3,spring,0,0
2015-04-10,308000,3,2.5,2320,7140,2.0,0,0,3,8,2320,0,1990,0.0,98003,47.275,-122.295,2360,7955,4,spring,0,0
2014-07-10,290256,3,2.25,1720,7885,2.0,0,0,3,8,1720,0,1983,0.0,98023,47.3136,-122.344,2340,7885,7,summer,0,0
2015-04-27,279950,3,1.75,1530,8800,1.0,0,0,4,7,1040,490,1967,0.0,98058,47.4483,-122.15799999999999,1530,8690,4,spring,0,1
2014-08-07,195000,3,1.75,1580,7875,1.0,0,0,3,7,1580,0,1979,0.0,98022,47.1958,-122.00299999999999,1560,8314,8,summer,0,0
2014-08-26,630000,3,1.0,1360,13000,1.0,0,0,5,6,1360,0,1945,0.0,98010,47.3359,-122.03299999999999,1890,19650,8,summer,0,0
2015-04-06,1160000,4,3.0,2680,15438,2.0,0,2,3,8,2680,0,1902,1956.0,98039,47.6109,-122.226,4480,14406,4,spring,1,0
2014-07-01,478000,3,2.25,1640,3896,2.0,0,0,3,8,1640,0,1994,0.0,98029,47.5689,-122.006,1780,3999,7,summer,0,0
2014-08-14,835000,3,2.25,2520,6690,2.0,0,2,5,8,1700,820,1944,1990.0,98126,47.5705,-122.381,1990,5792,8,summer,1,1
2015-04-17,639000,3,2.25,1400,2421,2.0,0,0,3,9,1400,0,2005,0.0,98034,47.695,-122.169,1500,2743,4,spring,0,0
2014-12-17,220000,3,1.75,1900,7680,1.0,0,0,3,7,1260,640,1959,0.0,98178,47.5081,-122.266,2000,7740,12,winter,0,1
2015-03-25,526000,3,2.25,2000,18099,1.0,0,0,4,8,1250,750,1978,0.0,98006,47.5443,-122.18,2060,12000,3,spring,0,1
2014-05-12,750000,4,2.5,2980,4930,2.0,0,0,3,9,2890,90,2000,0.0,98006,47.5445,-122.12,2980,6099,5,spring,0,1
2015-03-18,329000,4,2.0,1850,9126,1.0,0,0,5,7,1850,0,1963,0.0,98059,47.5009,-122.164,1730,9110,3,spring,0,0
2014-09-26,525000,4,1.0,1570,4000,1.5,0,0,3,7,1570,0,1920,0.0,98102,47.6275,-122.321,1610,4000,9,fall,0,0
2015-03-17,190000,2,1.0,670,3101,1.0,0,0,4,6,670,0,1948,0.0,98118,47.5546,-122.274,1660,4100,3,spring,0,0
2014-06-26,772650,4,2.5,2660,10800,1.0,0,0,3,7,2660,0,1955,2014.0,98005,47.5894,-122.17200000000001,2640,10800,6,summer,1,0
2015-04-01,650000,3,1.75,1970,54450,1.0,0,0,3,8,1570,400,1980,0.0,98075,47.5936,-122.012,2460,36677,4,spring,0,1
2014-06-26,669950,4,2.5,2670,11877,2.0,0,0,3,9,2670,0,1996,0.0,98074,47.6327,-122.036,2430,11333,6,summer,0,0
2015-03-11,850000,3,2.25,3000,18450,1.0,0,0,3,10,3000,0,1983,0.0,98077,47.7274,-122.06200000000001,2980,12304,3,spring,0,0
2014-08-27,572000,3,2.75,2200,3885,2.0,0,0,3,8,2200,0,2002,0.0,98074,47.6171,-122.02799999999999,2710,6000,8,summer,0,0
2014-08-01,492450,3,1.75,1540,13002,1.0,0,0,2,8,1200,0,1984,0.0,98074,47.6231,-122.044,1620,10098,8,summer,0,0
2014-10-30,813000,3,1.75,2080,11866,1.0,0,0,3,8,2080,0,1960,0.0,98005,47.5872,-122.17299999999999,2240,10696,10,fall,0,0
2014-08-28,710000,3,2.0,1780,9732,1.0,0,0,3,8,1780,0,1967,0.0,98040,47.5796,-122.229,1900,10200,8,summer,0,0
2014-12-02,792500,3,1.5,1960,2400,2.0,0,0,3,8,1330,630,1911,0.0,98119,47.6423,-122.37,2090,4000,12,winter,0,1
2015-05-11,389000,3,2.0,2080,12972,1.0,0,0,4,7,1250,830,1981,0.0,98070,47.3733,-122.432,1530,10089,5,spring,0,1
2014-12-05,675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0.0,98136,47.5543,-122.398,1940,3794,12,winter,0,1
2014-10-22,352000,2,0.75,760,33801,1.0,0,0,4,4,760,0,1931,0.0,98059,47.4703,-122.07600000000001,1100,39504,10,fall,0,0
2015-05-07,1050000,4,3.25,4020,11588,2.0,0,0,3,11,4020,0,2000,0.0,98059,47.5217,-122.155,3190,8066,5,spring,0,0
2015-01-08,768500,4,1.75,3620,10400,1.0,0,0,4,8,1820,1800,1965,0.0,98005,47.6069,-122.167,2410,10400,1,winter,0,1
2014-12-30,685000,3,2.5,1460,8800,1.0,0,0,4,7,1460,0,1956,0.0,98040,47.5895,-122.23200000000001,2200,8800,12,winter,0,0
2014-05-23,648475,4,2.75,2250,5700,1.0,0,0,3,8,1200,1050,1951,0.0,98109,47.6406,-122.344,1720,3850,5,spring,0,1
2014-12-08,368000,4,2.5,2720,7350,2.0,0,0,3,9,2720,0,1989,0.0,98023,47.3028,-122.35,2570,8336,12,winter,0,0
2014-12-22,335000,3,2.75,1990,19991,1.0,0,0,3,7,1340,650,1977,0.0,98072,47.7434,-122.10600000000001,1750,9775,12,winter,0,1
2015-03-12,278500,3,1.75,1390,8980,1.0,0,0,4,8,1390,0,1985,0.0,98022,47.2015,-122.005,1770,9085,3,spring,0,0
2015-01-28,260000,4,1.5,1540,7300,2.0,0,0,3,7,1540,0,1973,0.0,98001,47.3317,-122.27600000000001,1580,7650,1,winter,0,0
2014-10-01,162500,2,1.0,760,6141,1.0,0,0,2,6,760,0,1920,0.0,98118,47.5469,-122.277,900,4120,10,fall,0,0
2014-07-14,239000,4,1.0,1280,8316,1.0,0,0,3,6,1280,0,1950,0.0,98168,47.4989,-122.302,1310,7830,7,summer,0,0
2014-11-21,600000,4,2.5,2990,5122,2.0,0,0,3,8,2990,0,2004,0.0,98075,47.5773,-122.055,3140,7875,11,fall,0,0
2015-04-28,350000,4,2.25,1770,7778,2.0,0,0,3,7,1770,0,1998,0.0,98031,47.4192,-122.20100000000001,1770,7591,4,spring,0,0
2014-07-21,485000,3,2.5,2870,5490,2.0,0,0,3,9,2870,0,2008,0.0,98055,47.4471,-122.20700000000001,3040,5442,7,summer,0,0
2014-10-07,299000,3,1.0,1520,8320,1.0,0,0,3,6,1520,0,1953,0.0,98133,47.7699,-122.335,1500,8320,10,fall,0,0
2015-04-22,227450,2,1.0,660,6509,1.0,0,0,4,5,660,0,1952,0.0,98056,47.4938,-122.171,970,5713,4,spring,0,0
2015-01-12,835000,2,3.25,3570,392475,1.0,0,0,3,9,2370,1200,1998,0.0,98024,47.5448,-121.93,3190,217800,1,winter,0,1
2015-02-11,760000,5,1.5,3050,2992,1.5,0,0,4,8,1920,1130,1931,0.0,98112,47.621,-122.302,1200,1209,2,winter,0,1
2015-02-17,532500,2,1.0,820,3000,1.0,0,0,4,7,820,0,1924,0.0,98103,47.6842,-122.348,1490,3000,2,winter,0,0
2014-11-25,635000,3,2.5,3610,26359,1.0,0,0,3,8,1950,1660,1998,0.0,98053,47.6306,-121.96799999999999,2620,26427,11,fall,0,1
2014-08-25,438500,3,2.0,1490,3072,1.0,0,0,5,7,770,720,1912,0.0,98144,47.5772,-122.307,1320,3072,8,summer,0,1
2014-06-18,545500,3,2.5,1560,9361,1.5,0,0,4,7,1360,200,1936,0.0,98108,47.5591,-122.295,1670,6244,6,summer,0,1
2014-12-23,199999,3,1.0,960,10815,1.0,0,0,5,5,960,0,1900,0.0,98010,47.3091,-122.006,1330,10815,12,winter,0,0
2015-04-30,600000,4,2.25,2260,43847,2.0,0,0,3,8,2260,0,1982,0.0,98072,47.7713,-122.12899999999999,2470,37304,4,spring,0,0
2015-03-19,1040000,5,2.75,3050,8904,1.0,0,0,4,8,1650,1400,1956,0.0,98040,47.5709,-122.214,2920,8904,3,spring,0,1
2014-10-10,610000,3,1.0,1000,4959,1.0,0,0,3,8,1000,0,1945,0.0,98105,47.6629,-122.277,2240,4959,10,fall,0,0
2014-08-25,397450,4,2.5,2650,9451,2.0,0,0,4,8,2650,0,1993,0.0,98042,47.3693,-122.12899999999999,2510,8850,8,summer,0,0
2015-04-14,382000,3,2.25,1750,15528,1.0,0,0,3,8,1270,480,1963,0.0,98155,47.7739,-122.274,2170,12000,4,spring,0,1
2015-01-16,370000,3,2.25,1770,7667,1.0,0,0,3,8,1270,500,1966,0.0,98177,47.7724,-122.36200000000001,2180,8103,1,winter,0,1
2014-07-01,260000,2,1.0,770,7906,1.0,0,0,4,6,770,0,1948,0.0,98155,47.76600000000001,-122.32,990,7906,7,summer,0,0
2014-11-20,890000,4,2.5,3370,7200,2.0,0,0,3,8,3370,0,2014,0.0,98177,47.7698,-122.384,1880,7200,11,fall,0,0
2014-08-26,344000,5,2.0,2130,8412,1.0,0,0,3,7,1440,690,1946,2000.0,98155,47.7403,-122.318,2310,7474,8,summer,1,1
2014-06-25,205000,3,1.0,1050,8498,1.0,0,0,3,7,1050,0,1958,0.0,98031,47.4038,-122.20299999999999,1340,8498,6,summer,0,0
2015-05-07,379000,5,2.5,2803,8550,1.0,0,0,3,8,2803,0,1963,2011.0,98003,47.3032,-122.306,1810,8550,5,spring,1,0
2014-08-22,424240,3,2.0,2080,12094,2.0,0,0,4,8,2080,0,1982,0.0,98052,47.7035,-122.164,2230,12204,8,summer,0,0
2014-05-12,582000,4,1.75,2120,4650,1.0,0,1,3,7,1190,930,1951,0.0,98117,47.6964,-122.4,2070,6487,5,spring,0,1
2015-03-12,349000,3,2.5,2550,7709,2.0,0,0,3,9,2550,0,1989,0.0,98023,47.3081,-122.391,2410,9250,3,spring,0,0
2015-04-08,658000,3,1.0,1290,12005,1.0,0,0,4,7,1290,0,1966,0.0,98033,47.6835,-122.199,1930,8000,4,spring,0,0
2014-10-29,294000,5,2.75,1790,5000,1.5,0,0,4,7,1060,730,1915,0.0,98106,47.5655,-122.363,1400,5000,10,fall,0,1
2014-06-26,690000,5,3.5,2720,7598,2.0,0,0,3,8,1860,860,1993,0.0,98115,47.6931,-122.28299999999999,2430,7728,6,summer,0,1
2015-04-23,600000,3,1.0,1040,5000,1.5,0,2,3,7,1040,0,1912,0.0,98107,47.6754,-122.359,1440,4400,4,spring,0,0
2015-01-16,199990,3,1.0,840,5200,1.0,0,0,3,6,840,0,1969,2014.0,98042,47.3685,-122.07700000000001,870,5200,1,winter,1,0
2014-12-09,220000,3,1.75,1650,8850,1.0,0,0,3,7,1650,0,1959,0.0,98188,47.4331,-122.291,1400,8800,12,winter,0,0
2015-01-26,440000,4,2.25,2080,15750,1.0,0,0,3,8,1460,620,1976,0.0,98034,47.7225,-122.2,1960,10500,1,winter,0,1
2015-04-21,535000,4,2.25,1860,3766,2.0,0,0,3,8,1860,0,1995,0.0,98029,47.5699,-122.006,1860,4169,4,spring,0,0
2014-11-26,215000,3,1.75,1280,10016,1.0,0,0,4,7,1280,0,1975,0.0,98003,47.2823,-122.333,1670,9764,11,fall,0,0
2015-02-23,605000,3,2.5,3200,35012,1.5,0,0,3,8,2100,1100,1965,0.0,98027,47.4651,-121.993,2690,35100,2,winter,0,1
2014-05-30,349900,3,2.5,2200,7278,2.0,0,0,3,8,2200,0,1990,0.0,98058,47.4624,-122.132,2190,8580,5,spring,0,0
2015-02-18,495000,3,1.0,1570,5510,1.0,0,0,4,7,1070,500,1940,0.0,98115,47.6942,-122.319,1770,6380,2,winter,0,1
2014-10-14,515100,3,2.5,2074,4900,2.0,0,0,3,8,2074,0,1997,0.0,98034,47.7327,-122.23299999999999,1840,7382,10,fall,0,0
2014-06-24,620000,4,2.5,2450,55387,2.0,0,0,3,9,2450,0,1994,0.0,98053,47.6323,-121.985,2730,38827,6,summer,0,0
2015-01-22,657500,4,2.25,2520,10370,2.0,0,0,3,9,2520,0,1980,0.0,98074,47.6377,-122.04899999999999,2848,12682,1,winter,0,0
2015-01-19,250000,5,1.75,2190,8250,1.0,0,2,3,7,1190,1000,1963,0.0,98055,47.4887,-122.223,2570,8250,1,winter,0,1
2015-05-13,288000,3,2.5,1370,9253,1.0,0,0,3,7,1090,280,1994,0.0,98042,47.3717,-122.073,1470,9253,5,spring,0,1
2014-10-28,226450,3,1.75,1730,7200,1.5,0,0,4,6,1730,0,1944,0.0,98032,47.3774,-122.236,860,7200,10,fall,0,0
2015-03-10,390000,3,2.5,1640,6991,1.0,0,0,3,7,1110,530,1967,0.0,98125,47.7255,-122.32700000000001,1860,7342,3,spring,0,1
2014-12-01,368000,3,1.5,1560,7884,1.0,0,0,3,7,1060,500,1969,0.0,98125,47.7312,-122.29799999999999,1820,9000,12,winter,0,1
2015-01-13,515000,5,2.5,3810,15916,1.5,0,0,5,8,3810,0,1967,0.0,98058,47.4521,-122.14,2470,11662,1,winter,0,0
2015-01-23,410000,3,1.75,1440,8560,1.0,0,0,4,7,1440,0,1979,0.0,98034,47.7296,-122.23200000000001,1460,7560,1,winter,0,0
2014-08-08,210000,4,1.0,1200,43560,1.0,0,0,3,5,1200,0,1968,0.0,98042,47.3375,-122.12299999999999,1400,54450,8,summer,0,0
2015-03-25,460000,3,1.75,1520,7700,1.0,0,0,3,7,820,700,1969,0.0,98034,47.7226,-122.219,1420,7674,3,spring,0,1
2014-06-23,322200,4,2.25,2010,19000,2.0,0,0,4,8,2010,0,1975,0.0,98042,47.3734,-122.119,1950,19626,6,summer,0,0
2014-08-18,279000,4,1.0,1210,6000,1.5,0,2,3,7,1210,0,1943,0.0,98178,47.5026,-122.234,1470,6000,8,summer,0,0
2014-10-20,420000,3,1.5,1050,6615,1.0,0,0,4,6,800,250,1950,0.0,98199,47.6578,-122.39,1530,5250,10,fall,0,1
2014-08-13,249000,3,1.75,2120,18335,1.0,0,0,3,7,1380,740,1961,0.0,98188,47.451,-122.273,2050,18333,8,summer,0,1
2014-07-14,294950,3,1.0,1240,8840,1.0,0,0,3,6,1240,0,1952,0.0,98125,47.7277,-122.30799999999999,1250,8840,7,summer,0,0
2014-05-12,1320000,4,3.5,3460,3997,2.0,0,0,3,10,2560,900,2004,0.0,98103,47.6718,-122.329,1860,4000,5,spring,0,1
2014-09-15,335000,3,1.75,1270,4800,1.0,0,0,3,7,1270,0,1953,0.0,98117,47.69300000000001,-122.361,1490,4800,9,fall,0,0
2015-03-11,520000,2,1.0,1250,3708,1.5,0,0,3,7,1250,0,1926,0.0,98117,47.685,-122.363,1430,3708,3,spring,0,0
2014-09-16,560000,4,1.75,1740,8800,1.0,0,0,4,8,1740,0,1965,0.0,98007,47.6232,-122.14200000000001,2180,8436,9,fall,0,0
2014-05-29,405000,3,2.0,1240,14404,1.0,0,0,3,7,1240,0,1988,0.0,98053,47.6614,-122.06,1350,9990,5,spring,0,0
2014-10-02,495000,2,1.0,1670,14695,1.5,0,0,5,7,1670,0,1930,0.0,98033,47.7001,-122.2,1800,11355,10,fall,0,0
2015-04-02,350000,4,2.5,2140,7095,2.0,0,0,3,8,2140,0,1992,0.0,98038,47.3528,-122.057,1600,7182,4,spring,0,0
2014-12-11,368500,5,2.75,2530,7601,1.0,0,0,3,7,1520,1010,1992,0.0,98188,47.4683,-122.26299999999999,2400,7776,12,winter,0,1
2014-08-26,430000,4,1.75,1710,7724,1.0,0,0,3,8,1710,0,1983,0.0,98155,47.7721,-122.29299999999999,1940,7724,8,summer,0,0
2014-12-13,1120000,4,3.25,4750,62365,2.0,0,0,3,11,4750,0,1988,0.0,98052,47.7149,-122.09899999999999,3300,31866,12,winter,0,0
2014-09-08,499000,3,1.5,1260,3135,1.0,0,0,4,7,780,480,1944,0.0,98107,47.6693,-122.37100000000001,1540,3025,9,fall,0,1
2014-10-28,349000,4,2.5,1800,7620,2.0,0,0,3,8,1800,0,1995,0.0,98055,47.4346,-122.20100000000001,1800,6879,10,fall,0,0
2014-10-31,635000,3,2.25,1940,7482,1.0,0,0,4,7,1240,700,1964,0.0,98004,47.6004,-122.195,2340,9310,10,fall,0,1
2014-12-15,682000,4,2.75,2820,8009,2.0,0,0,3,9,2820,0,2001,0.0,98075,47.6,-121.977,2820,7398,12,winter,0,0
2015-02-03,321027,4,2.25,2820,16770,1.0,0,0,4,8,1920,900,1966,0.0,98023,47.3186,-122.36399999999999,2320,13850,2,winter,0,1
2014-12-13,410000,3,1.75,1640,17583,1.0,0,0,3,7,1110,530,1969,0.0,98034,47.726000000000006,-122.20299999999999,1420,11680,12,winter,0,1
2014-05-23,449950,3,2.0,1560,4080,2.0,0,0,3,7,1560,0,1923,1982.0,98115,47.6892,-122.319,1900,4080,5,spring,1,0
2014-10-13,194990,6,2.5,1560,7144,1.0,0,0,3,6,1060,500,1913,0.0,98118,47.5335,-122.272,1300,6232,10,fall,0,1
2015-01-02,475000,4,1.75,1910,8775,1.0,0,0,3,7,1210,700,1956,0.0,98028,47.7396,-122.24700000000001,2210,8778,1,winter,0,1
2015-01-28,530000,5,1.75,1570,3000,2.0,0,0,4,7,1570,0,1908,0.0,98105,47.6677,-122.316,1610,3000,1,winter,0,0
2014-07-22,319950,4,2.5,2038,7643,2.0,0,0,3,8,2038,0,2011,0.0,98092,47.3296,-122.18,2634,6824,7,summer,0,0
2015-01-28,774000,4,2.75,2830,10240,2.0,0,0,4,9,2830,0,1998,0.0,98075,47.5903,-121.986,3490,10240,1,winter,0,0
2014-10-15,478000,4,2.0,1690,8208,1.0,0,0,4,7,1210,480,1958,0.0,98008,47.6052,-122.126,1620,8496,10,fall,0,1
2015-04-17,595000,4,2.5,2360,43017,2.0,0,0,3,9,2360,0,1989,0.0,98077,47.773999999999994,-122.07700000000001,2750,40334,4,spring,0,0
2015-03-18,285000,3,1.5,1480,7117,1.0,0,0,3,7,1170,310,1960,0.0,98028,47.7766,-122.24799999999999,2230,14775,3,spring,0,1
2014-05-14,723000,4,2.5,2700,4004,2.0,0,0,3,9,2700,0,2004,0.0,98029,47.5521,-121.995,2260,4459,5,spring,0,0
2014-08-12,279000,3,1.5,1780,16000,1.0,0,0,2,7,1240,540,1960,0.0,98198,47.419,-122.322,1860,9775,8,summer,0,1
2015-03-06,195000,3,1.5,1430,7560,1.0,0,0,5,6,1430,0,1958,0.0,98058,47.4518,-122.179,1150,7560,3,spring,0,0
2015-04-28,270000,3,1.75,1800,9314,2.0,0,0,3,8,1800,0,1979,0.0,98011,47.7762,-122.198,2100,9658,4,spring,0,0
2014-10-07,559000,2,2.0,1930,5520,1.0,0,0,3,8,1930,0,2006,0.0,98053,47.7191,-122.022,1640,4533,10,fall,0,0
2015-02-02,474000,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0.0,98072,47.7434,-122.095,1540,15000,2,winter,0,1
2014-11-14,303500,4,2.5,1920,7345,2.0,0,0,3,8,1920,0,1992,0.0,98038,47.3526,-122.055,1860,7364,11,fall,0,0
2014-12-26,350000,3,1.75,1470,8645,1.0,0,0,3,6,1470,0,1949,0.0,98155,47.7524,-122.323,1470,7680,12,winter,0,0
2014-08-06,367500,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1940,0.0,98155,47.7372,-122.316,1590,7800,8,summer,0,1
2015-02-25,595000,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1940,0.0,98155,47.7372,-122.316,1590,7800,2,winter,0,1
2014-10-06,589000,3,2.0,2360,118483,1.0,0,0,3,8,2360,0,1981,0.0,98024,47.5595,-121.867,2660,91476,10,fall,0,0
2015-03-06,585000,3,1.75,1790,87213,1.0,0,0,4,7,1790,0,1974,0.0,98077,47.732,-122.07700000000001,3270,39586,3,spring,0,0
2014-10-02,482975,3,2.25,2130,8801,1.0,0,0,3,8,1370,760,1976,0.0,98155,47.7462,-122.29,2820,8801,10,fall,0,1
2014-11-19,365500,4,2.5,2030,4499,2.0,0,0,3,8,2030,0,2003,0.0,98058,47.4511,-122.119,2030,4539,11,fall,0,0
2014-07-11,570000,4,2.0,1790,7800,1.0,0,0,5,8,1790,0,1972,0.0,98008,47.6266,-122.103,2150,7838,7,summer,0,0
2015-04-08,767500,4,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0.0,98103,47.6681,-122.338,1640,4013,4,spring,0,1
2014-07-22,279000,3,1.0,1320,5750,1.5,0,0,3,7,1320,0,1913,0.0,98108,47.5288,-122.325,1010,5700,7,summer,0,0
2014-08-27,364250,3,2.5,2280,213879,2.0,0,0,3,8,2280,0,1994,0.0,98038,47.4213,-122.03299999999999,2380,178160,8,summer,0,0
2014-05-27,399000,4,2.5,2870,9292,2.0,0,0,3,8,2540,330,1979,0.0,98058,47.4522,-122.12299999999999,2590,7533,5,spring,0,1
2014-05-14,766950,3,2.5,3030,30007,1.5,0,0,4,10,3030,0,1992,0.0,98077,47.743,-122.036,3360,34983,5,spring,0,0
2014-09-18,710000,4,2.75,2940,4232,2.0,0,0,3,9,2940,0,2004,0.0,98029,47.5529,-121.99,2410,4000,9,fall,0,0
2014-10-23,300000,3,2.5,1800,3253,2.0,0,0,3,7,1800,0,2001,0.0,98108,47.5401,-122.292,1800,3081,10,fall,0,0
2014-07-10,263000,3,1.75,1580,9187,1.0,0,0,3,8,1180,400,1993,0.0,98038,47.3538,-122.04700000000001,1620,6397,7,summer,0,1
2014-10-10,445000,3,2.5,1730,4408,2.0,0,0,3,8,1730,0,1996,0.0,98029,47.5683,-122.005,1730,4408,10,fall,0,0
2014-12-29,307000,4,2.75,2520,6964,1.0,0,0,4,7,1260,1260,1987,0.0,98031,47.4038,-122.175,1930,6949,12,winter,0,1
2014-07-31,775000,4,3.5,3080,5250,2.0,0,0,3,9,3080,0,2003,0.0,98075,47.5992,-121.97200000000001,2980,5509,7,summer,0,0
2014-05-21,220000,3,1.0,1060,9126,1.0,0,2,5,7,1060,0,1956,0.0,98022,47.201,-121.999,1300,9126,5,spring,0,0
